type;brand;category;sku;ean;name;hexa;colorName;description;size
Men;Polo Ralph Lauren;KNITS;1387430;3616410570780;Classic Fit Mesh Polo Shirt;;Fall Yellow;An American style standard since 1972, the Polo shirt has been imitated but never matched. Over the decades, Ralph Lauren has reimagined his signature style in a wide array of colors and fits, yet all retain the quality and attention to detail of the iconic original. This mesh version is cut generously through the body and washed for added softness.;XS
Men;Polo Ralph Lauren;KNITS;1387430;3616410570766;Classic Fit Mesh Polo Shirt;#fbedba;Fall Yellow;An American style standard since 1972, the Polo shirt has been imitated but never matched. Over the decades, Ralph Lauren has reimagined his signature style in a wide array of colors and fits, yet all retain the quality and attention to detail of the iconic original. This mesh version is cut generously through the body and washed for added softness.;S
Men;Polo Ralph Lauren;KNITS;1387430;3616410570759;Classic Fit Mesh Polo Shirt;;Fall Yellow;An American style standard since 1972, the Polo shirt has been imitated but never matched. Over the decades, Ralph Lauren has reimagined his signature style in a wide array of colors and fits, yet all retain the quality and attention to detail of the iconic original. This mesh version is cut generously through the body and washed for added softness.;M
Men;Polo Ralph Lauren;KNITS;1387430;3616410570742;Classic Fit Mesh Polo Shirt;;Fall Yellow;An American style standard since 1972, the Polo shirt has been imitated but never matched. Over the decades, Ralph Lauren has reimagined his signature style in a wide array of colors and fits, yet all retain the quality and attention to detail of the iconic original. This mesh version is cut generously through the body and washed for added softness.;L
Men;Polo Ralph Lauren;KNITS;1387430;3616410570773;Classic Fit Mesh Polo Shirt;;Fall Yellow;An American style standard since 1972, the Polo shirt has been imitated but never matched. Over the decades, Ralph Lauren has reimagined his signature style in a wide array of colors and fits, yet all retain the quality and attention to detail of the iconic original. This mesh version is cut generously through the body and washed for added softness.;XL
Men;Polo Ralph Lauren;KNITS;1387430;3616410570797;Classic Fit Mesh Polo Shirt;;Fall Yellow;An American style standard since 1972, the Polo shirt has been imitated but never matched. Over the decades, Ralph Lauren has reimagined his signature style in a wide array of colors and fits, yet all retain the quality and attention to detail of the iconic original. This mesh version is cut generously through the body and washed for added softness.;XXL
Men;Polo Ralph Lauren;TEES;1387432;3615733928766;Custom Slim Fit Jersey T-Shirt;;White;This long-sleeve T-shirt is crafted from cotton jersey and finished with our signature embroidered Pony.;XS
Men;Polo Ralph Lauren;TEES;1387432;3615733928742;Custom Slim Fit Jersey T-Shirt;#FFFFFF;White;This long-sleeve T-shirt is crafted from cotton jersey and finished with our signature embroidered Pony.;S
Men;Polo Ralph Lauren;TEES;1387432;3615733928735;Custom Slim Fit Jersey T-Shirt;;White;This long-sleeve T-shirt is crafted from cotton jersey and finished with our signature embroidered Pony.;M
Men;Polo Ralph Lauren;TEES;1387432;3615733928728;Custom Slim Fit Jersey T-Shirt;;White;This long-sleeve T-shirt is crafted from cotton jersey and finished with our signature embroidered Pony.;L
Men;Polo Ralph Lauren;TEES;1387432;3615733928759;Custom Slim Fit Jersey T-Shirt;;White;This long-sleeve T-shirt is crafted from cotton jersey and finished with our signature embroidered Pony.;XL
Men;Polo Ralph Lauren;TEES;1387432;3615733928773;Custom Slim Fit Jersey T-Shirt;;White;This long-sleeve T-shirt is crafted from cotton jersey and finished with our signature embroidered Pony.;XXL
Men;Polo Ralph Lauren;TEES;1387434;3615731730804;Custom Slim Fit Jersey T-Shirt;;Blue Eclipse Heather;This long-sleeve T-shirt is crafted from cotton jersey and finished with our signature embroidered Pony.;XS
Men;Polo Ralph Lauren;TEES;1387434;3615731730781;Custom Slim Fit Jersey T-Shirt;#3f5367;Blue Eclipse Heather;This long-sleeve T-shirt is crafted from cotton jersey and finished with our signature embroidered Pony.;S
Men;Polo Ralph Lauren;TEES;1387434;3615731730774;Custom Slim Fit Jersey T-Shirt;;Blue Eclipse Heather;This long-sleeve T-shirt is crafted from cotton jersey and finished with our signature embroidered Pony.;M
Men;Polo Ralph Lauren;TEES;1387434;3615731730767;Custom Slim Fit Jersey T-Shirt;;Blue Eclipse Heather;This long-sleeve T-shirt is crafted from cotton jersey and finished with our signature embroidered Pony.;L
Men;Polo Ralph Lauren;TEES;1387434;3615731730798;Custom Slim Fit Jersey T-Shirt;;Blue Eclipse Heather;This long-sleeve T-shirt is crafted from cotton jersey and finished with our signature embroidered Pony.;XL
Men;Polo Ralph Lauren;TEES;1387434;3615731730811;Custom Slim Fit Jersey T-Shirt;;Blue Eclipse Heather;This long-sleeve T-shirt is crafted from cotton jersey and finished with our signature embroidered Pony.;XXL
Men;Polo Ralph Lauren;TEES;1387437;3614713364839;Classic Fit Crewneck T-Shirt;;Expedition Dune Heather;This jersey T-shirt is specially washed to give it a perfectly broken-in look and feel.;XS
Men;Polo Ralph Lauren;TEES;1387437;3614713364846;Classic Fit Crewneck T-Shirt;#ebe4d6;Expedition Dune Heather;This jersey T-shirt is specially washed to give it a perfectly broken-in look and feel.;S
Men;Polo Ralph Lauren;TEES;1387437;3614713364853;Classic Fit Crewneck T-Shirt;;Expedition Dune Heather;This jersey T-shirt is specially washed to give it a perfectly broken-in look and feel.;M
Men;Polo Ralph Lauren;TEES;1387437;3614713364860;Classic Fit Crewneck T-Shirt;;Expedition Dune Heather;This jersey T-shirt is specially washed to give it a perfectly broken-in look and feel.;L
Men;Polo Ralph Lauren;TEES;1387437;3614713364877;Classic Fit Crewneck T-Shirt;;Expedition Dune Heather;This jersey T-shirt is specially washed to give it a perfectly broken-in look and feel.;XL
Men;Polo Ralph Lauren;TEES;1387437;3614713364884;Classic Fit Crewneck T-Shirt;;Expedition Dune Heather;This jersey T-shirt is specially washed to give it a perfectly broken-in look and feel.;XXL
Men;Polo Ralph Lauren;TEES;1387438;3615733986735;Classic Fit Crewneck T-Shirt;;Flame Heather;This jersey T-shirt is specially washed to give it a perfectly broken-in look and feel.;XS
Men;Polo Ralph Lauren;TEES;1387438;3615733986711;Classic Fit Crewneck T-Shirt;#ff7e69;Flame Heather;This jersey T-shirt is specially washed to give it a perfectly broken-in look and feel.;S
Men;Polo Ralph Lauren;TEES;1387438;3615733986704;Classic Fit Crewneck T-Shirt;;Flame Heather;This jersey T-shirt is specially washed to give it a perfectly broken-in look and feel.;M
Men;Polo Ralph Lauren;TEES;1387438;3615733986698;Classic Fit Crewneck T-Shirt;;Flame Heather;This jersey T-shirt is specially washed to give it a perfectly broken-in look and feel.;L
Men;Polo Ralph Lauren;TEES;1387438;3615733986728;Classic Fit Crewneck T-Shirt;;Flame Heather;This jersey T-shirt is specially washed to give it a perfectly broken-in look and feel.;XL
Men;Polo Ralph Lauren;TEES;1387438;3615733986742;Classic Fit Crewneck T-Shirt;;Flame Heather;This jersey T-shirt is specially washed to give it a perfectly broken-in look and feel.;XXL
Men;Polo Ralph Lauren;TEES;1387439;3615733986940;Classic Fit Crewneck T-Shirt;;Banana Peel;This jersey T-shirt is specially washed to give it a perfectly broken-in look and feel.;XS
Men;Polo Ralph Lauren;TEES;1387439;3615733986926;Classic Fit Crewneck T-Shirt;#ffecaa;Banana Peel;This jersey T-shirt is specially washed to give it a perfectly broken-in look and feel.;S
Men;Polo Ralph Lauren;TEES;1387439;3615733986919;Classic Fit Crewneck T-Shirt;;Banana Peel;This jersey T-shirt is specially washed to give it a perfectly broken-in look and feel.;M
Men;Polo Ralph Lauren;TEES;1387439;3615733986902;Classic Fit Crewneck T-Shirt;;Banana Peel;This jersey T-shirt is specially washed to give it a perfectly broken-in look and feel.;L
Men;Polo Ralph Lauren;TEES;1387439;3615733986933;Classic Fit Crewneck T-Shirt;;Banana Peel;This jersey T-shirt is specially washed to give it a perfectly broken-in look and feel.;XL
Men;Polo Ralph Lauren;TEES;1387439;3615733986957;Classic Fit Crewneck T-Shirt;;Banana Peel;This jersey T-shirt is specially washed to give it a perfectly broken-in look and feel.;XXL
Men;Polo Ralph Lauren;TEES;1387440;3614712293086;Classic Fit V-Neck T-Shirt;;White;Washed for a perfectly broken-in look and feel, this jersey T-shirt is an off-duty essential you’ll reach for again and again.;XS
Men;Polo Ralph Lauren;TEES;1387440;3614712293093;Classic Fit V-Neck T-Shirt;#FFFFFF;White;Washed for a perfectly broken-in look and feel, this jersey T-shirt is an off-duty essential you’ll reach for again and again.;S
Men;Polo Ralph Lauren;TEES;1387440;3614712293109;Classic Fit V-Neck T-Shirt;;White;Washed for a perfectly broken-in look and feel, this jersey T-shirt is an off-duty essential you’ll reach for again and again.;M
Men;Polo Ralph Lauren;TEES;1387440;3614712293116;Classic Fit V-Neck T-Shirt;;White;Washed for a perfectly broken-in look and feel, this jersey T-shirt is an off-duty essential you’ll reach for again and again.;L
Men;Polo Ralph Lauren;TEES;1387440;3614712293123;Classic Fit V-Neck T-Shirt;;White;Washed for a perfectly broken-in look and feel, this jersey T-shirt is an off-duty essential you’ll reach for again and again.;XL
Men;Polo Ralph Lauren;TEES;1387440;3614712293130;Classic Fit V-Neck T-Shirt;;White;Washed for a perfectly broken-in look and feel, this jersey T-shirt is an off-duty essential you’ll reach for again and again.;XXL
Men;Polo Ralph Lauren;TEES;1387441;3616412717442;Classic Fit V-Neck T-Shirt;;Black Marl Heather;Washed for a perfectly broken-in look and feel, this jersey T-shirt is an off-duty essential you’ll reach for again and again.;XS
Men;Polo Ralph Lauren;TEES;1387441;3616412717428;Classic Fit V-Neck T-Shirt;#292729;Black Marl Heather;Washed for a perfectly broken-in look and feel, this jersey T-shirt is an off-duty essential you’ll reach for again and again.;S
Men;Polo Ralph Lauren;TEES;1387441;3616412717411;Classic Fit V-Neck T-Shirt;;Black Marl Heather;Washed for a perfectly broken-in look and feel, this jersey T-shirt is an off-duty essential you’ll reach for again and again.;M
Men;Polo Ralph Lauren;TEES;1387441;3616412717404;Classic Fit V-Neck T-Shirt;;Black Marl Heather;Washed for a perfectly broken-in look and feel, this jersey T-shirt is an off-duty essential you’ll reach for again and again.;L
Men;Polo Ralph Lauren;TEES;1387441;3616412717435;Classic Fit V-Neck T-Shirt;;Black Marl Heather;Washed for a perfectly broken-in look and feel, this jersey T-shirt is an off-duty essential you’ll reach for again and again.;XL
Men;Polo Ralph Lauren;TEES;1387441;3616412717459;Classic Fit V-Neck T-Shirt;;Black Marl Heather;Washed for a perfectly broken-in look and feel, this jersey T-shirt is an off-duty essential you’ll reach for again and again.;XXL
Men;Polo Ralph Lauren;FLEECE;1387443;3615735469755;Double-Knit Full-Zip Hoodie;;White;Made from smooth double-knit fabric and washed, this sleek hoodie is perfectly calibrated for comfort.;XS
Men;Polo Ralph Lauren;FLEECE;1387443;3615735469731;Double-Knit Full-Zip Hoodie;#FFFFFF;White;Made from smooth double-knit fabric and washed, this sleek hoodie is perfectly calibrated for comfort.;S
Men;Polo Ralph Lauren;FLEECE;1387443;3615735469724;Double-Knit Full-Zip Hoodie;;White;Made from smooth double-knit fabric and washed, this sleek hoodie is perfectly calibrated for comfort.;M
Men;Polo Ralph Lauren;FLEECE;1387443;3615735469717;Double-Knit Full-Zip Hoodie;;White;Made from smooth double-knit fabric and washed, this sleek hoodie is perfectly calibrated for comfort.;L
Men;Polo Ralph Lauren;FLEECE;1387443;3615735469748;Double-Knit Full-Zip Hoodie;;White;Made from smooth double-knit fabric and washed, this sleek hoodie is perfectly calibrated for comfort.;XL
Men;Polo Ralph Lauren;FLEECE;1387443;3615735469762;Double-Knit Full-Zip Hoodie;;White;Made from smooth double-knit fabric and washed, this sleek hoodie is perfectly calibrated for comfort.;XXL
Men;Polo Ralph Lauren;FLEECE;1387444;3615735470003;Double-Knit Jogger Pant;;White;Smooth double-knit fabric gives these athletic pants a sleek upgrade, making them a modern addition to your wardrobe.;XS
Men;Polo Ralph Lauren;FLEECE;1387444;3615735469984;Double-Knit Jogger Pant;#FFFFFF;White;Smooth double-knit fabric gives these athletic pants a sleek upgrade, making them a modern addition to your wardrobe.;S
Men;Polo Ralph Lauren;FLEECE;1387444;3615735469977;Double-Knit Jogger Pant;;White;Smooth double-knit fabric gives these athletic pants a sleek upgrade, making them a modern addition to your wardrobe.;M
Men;Polo Ralph Lauren;FLEECE;1387444;3615735469960;Double-Knit Jogger Pant;;White;Smooth double-knit fabric gives these athletic pants a sleek upgrade, making them a modern addition to your wardrobe.;L
Men;Polo Ralph Lauren;FLEECE;1387444;3615735469991;Double-Knit Jogger Pant;;White;Smooth double-knit fabric gives these athletic pants a sleek upgrade, making them a modern addition to your wardrobe.;XL
Men;Polo Ralph Lauren;FLEECE;1387444;3615735470010;Double-Knit Jogger Pant;;White;Smooth double-knit fabric gives these athletic pants a sleek upgrade, making them a modern addition to your wardrobe.;XXL
Men;Polo Ralph Lauren;KNITS;1387445;5045018195466;Custom Slim Fit Mesh Polo;;Rl2000 Red;An American style standard since 1972, the Polo shirt has been imitated but never matched. Over the decades, Ralph Lauren has reimagined his signature style in a wide array of colors and fits, yet all retain the quality and attention to detail of the iconic original. This trim version is made from our highly breathable cotton mesh, which offers a textured look and a soft feel.;XS
Men;Polo Ralph Lauren;KNITS;1387445;5045018195442;Custom Slim Fit Mesh Polo;#d71129;Rl2000 Red;An American style standard since 1972, the Polo shirt has been imitated but never matched. Over the decades, Ralph Lauren has reimagined his signature style in a wide array of colors and fits, yet all retain the quality and attention to detail of the iconic original. This trim version is made from our highly breathable cotton mesh, which offers a textured look and a soft feel.;S
Men;Polo Ralph Lauren;KNITS;1387445;5045018195435;Custom Slim Fit Mesh Polo;;Rl2000 Red;An American style standard since 1972, the Polo shirt has been imitated but never matched. Over the decades, Ralph Lauren has reimagined his signature style in a wide array of colors and fits, yet all retain the quality and attention to detail of the iconic original. This trim version is made from our highly breathable cotton mesh, which offers a textured look and a soft feel.;M
Men;Polo Ralph Lauren;KNITS;1387445;5045018195428;Custom Slim Fit Mesh Polo;;Rl2000 Red;An American style standard since 1972, the Polo shirt has been imitated but never matched. Over the decades, Ralph Lauren has reimagined his signature style in a wide array of colors and fits, yet all retain the quality and attention to detail of the iconic original. This trim version is made from our highly breathable cotton mesh, which offers a textured look and a soft feel.;L
Men;Polo Ralph Lauren;KNITS;1387445;5045018195459;Custom Slim Fit Mesh Polo;;Rl2000 Red;An American style standard since 1972, the Polo shirt has been imitated but never matched. Over the decades, Ralph Lauren has reimagined his signature style in a wide array of colors and fits, yet all retain the quality and attention to detail of the iconic original. This trim version is made from our highly breathable cotton mesh, which offers a textured look and a soft feel.;XL
Men;Polo Ralph Lauren;KNITS;1387445;5045018195473;Custom Slim Fit Mesh Polo;;Rl2000 Red;An American style standard since 1972, the Polo shirt has been imitated but never matched. Over the decades, Ralph Lauren has reimagined his signature style in a wide array of colors and fits, yet all retain the quality and attention to detail of the iconic original. This trim version is made from our highly breathable cotton mesh, which offers a textured look and a soft feel.;XXL
Men;Polo Ralph Lauren;KNITS;1387447;5045018718269;Custom Slim Fit Mesh Polo;;Fall Yellow;An American style standard since 1972, the Polo shirt has been imitated but never matched. Over the decades, Ralph Lauren has reimagined his signature style in a wide array of colors and fits, yet all retain the quality and attention to detail of the iconic original. This trim version is made from our highly breathable cotton mesh, which offers a textured look and a soft feel.;XS
Men;Polo Ralph Lauren;KNITS;1387447;5045018718245;Custom Slim Fit Mesh Polo;#efdfae;Fall Yellow;An American style standard since 1972, the Polo shirt has been imitated but never matched. Over the decades, Ralph Lauren has reimagined his signature style in a wide array of colors and fits, yet all retain the quality and attention to detail of the iconic original. This trim version is made from our highly breathable cotton mesh, which offers a textured look and a soft feel.;S
Men;Polo Ralph Lauren;KNITS;1387447;5045018718238;Custom Slim Fit Mesh Polo;;Fall Yellow;An American style standard since 1972, the Polo shirt has been imitated but never matched. Over the decades, Ralph Lauren has reimagined his signature style in a wide array of colors and fits, yet all retain the quality and attention to detail of the iconic original. This trim version is made from our highly breathable cotton mesh, which offers a textured look and a soft feel.;M
Men;Polo Ralph Lauren;KNITS;1387447;5045018718221;Custom Slim Fit Mesh Polo;;Fall Yellow;An American style standard since 1972, the Polo shirt has been imitated but never matched. Over the decades, Ralph Lauren has reimagined his signature style in a wide array of colors and fits, yet all retain the quality and attention to detail of the iconic original. This trim version is made from our highly breathable cotton mesh, which offers a textured look and a soft feel.;L
Men;Polo Ralph Lauren;KNITS;1387447;5045018718252;Custom Slim Fit Mesh Polo;;Fall Yellow;An American style standard since 1972, the Polo shirt has been imitated but never matched. Over the decades, Ralph Lauren has reimagined his signature style in a wide array of colors and fits, yet all retain the quality and attention to detail of the iconic original. This trim version is made from our highly breathable cotton mesh, which offers a textured look and a soft feel.;XL
Men;Polo Ralph Lauren;KNITS;1387447;5045018718276;Custom Slim Fit Mesh Polo;;Fall Yellow;An American style standard since 1972, the Polo shirt has been imitated but never matched. Over the decades, Ralph Lauren has reimagined his signature style in a wide array of colors and fits, yet all retain the quality and attention to detail of the iconic original. This trim version is made from our highly breathable cotton mesh, which offers a textured look and a soft feel.;XXL
Men;Polo Ralph Lauren;KNITS;1387448;3616410571787;Custom Slim Fit Mesh Polo;;Carmel Pink;An American style standard since 1972, the Polo shirt has been imitated but never matched. Over the decades, Ralph Lauren has reimagined his signature style in a wide array of colors and fits, yet all retain the quality and attention to detail of the iconic original. This trim version is made from our highly breathable cotton mesh, which offers a textured look and a soft feel.;XS
Men;Polo Ralph Lauren;KNITS;1387448;3616410571763;Custom Slim Fit Mesh Polo;#f9e3e6;Carmel Pink;An American style standard since 1972, the Polo shirt has been imitated but never matched. Over the decades, Ralph Lauren has reimagined his signature style in a wide array of colors and fits, yet all retain the quality and attention to detail of the iconic original. This trim version is made from our highly breathable cotton mesh, which offers a textured look and a soft feel.;S
Men;Polo Ralph Lauren;KNITS;1387448;3616410571756;Custom Slim Fit Mesh Polo;;Carmel Pink;An American style standard since 1972, the Polo shirt has been imitated but never matched. Over the decades, Ralph Lauren has reimagined his signature style in a wide array of colors and fits, yet all retain the quality and attention to detail of the iconic original. This trim version is made from our highly breathable cotton mesh, which offers a textured look and a soft feel.;M
Men;Polo Ralph Lauren;KNITS;1387448;3616410571749;Custom Slim Fit Mesh Polo;;Carmel Pink;An American style standard since 1972, the Polo shirt has been imitated but never matched. Over the decades, Ralph Lauren has reimagined his signature style in a wide array of colors and fits, yet all retain the quality and attention to detail of the iconic original. This trim version is made from our highly breathable cotton mesh, which offers a textured look and a soft feel.;L
Men;Polo Ralph Lauren;KNITS;1387448;3616410571770;Custom Slim Fit Mesh Polo;;Carmel Pink;An American style standard since 1972, the Polo shirt has been imitated but never matched. Over the decades, Ralph Lauren has reimagined his signature style in a wide array of colors and fits, yet all retain the quality and attention to detail of the iconic original. This trim version is made from our highly breathable cotton mesh, which offers a textured look and a soft feel.;XL
Men;Polo Ralph Lauren;KNITS;1387448;3616410571794;Custom Slim Fit Mesh Polo;;Carmel Pink;An American style standard since 1972, the Polo shirt has been imitated but never matched. Over the decades, Ralph Lauren has reimagined his signature style in a wide array of colors and fits, yet all retain the quality and attention to detail of the iconic original. This trim version is made from our highly breathable cotton mesh, which offers a textured look and a soft feel.;XXL
Men;Polo Ralph Lauren;KNITS;1387449;3616410571916;Custom Slim Fit Mesh Polo;;Highland Rose Heather;An American style standard since 1972, the Polo shirt has been imitated but never matched. Over the decades, Ralph Lauren has reimagined his signature style in a wide array of colors and fits, yet all retain the quality and attention to detail of the iconic original. This trim version is made from our highly breathable cotton mesh, which offers a textured look and a soft feel.;XS
Men;Polo Ralph Lauren;KNITS;1387449;3616410571893;Custom Slim Fit Mesh Polo;#fba293;Highland Rose Heather;An American style standard since 1972, the Polo shirt has been imitated but never matched. Over the decades, Ralph Lauren has reimagined his signature style in a wide array of colors and fits, yet all retain the quality and attention to detail of the iconic original. This trim version is made from our highly breathable cotton mesh, which offers a textured look and a soft feel.;S
Men;Polo Ralph Lauren;KNITS;1387449;3616410571886;Custom Slim Fit Mesh Polo;;Highland Rose Heather;An American style standard since 1972, the Polo shirt has been imitated but never matched. Over the decades, Ralph Lauren has reimagined his signature style in a wide array of colors and fits, yet all retain the quality and attention to detail of the iconic original. This trim version is made from our highly breathable cotton mesh, which offers a textured look and a soft feel.;M
Men;Polo Ralph Lauren;KNITS;1387449;3616410571879;Custom Slim Fit Mesh Polo;;Highland Rose Heather;An American style standard since 1972, the Polo shirt has been imitated but never matched. Over the decades, Ralph Lauren has reimagined his signature style in a wide array of colors and fits, yet all retain the quality and attention to detail of the iconic original. This trim version is made from our highly breathable cotton mesh, which offers a textured look and a soft feel.;L
Men;Polo Ralph Lauren;KNITS;1387449;3616410571909;Custom Slim Fit Mesh Polo;;Highland Rose Heather;An American style standard since 1972, the Polo shirt has been imitated but never matched. Over the decades, Ralph Lauren has reimagined his signature style in a wide array of colors and fits, yet all retain the quality and attention to detail of the iconic original. This trim version is made from our highly breathable cotton mesh, which offers a textured look and a soft feel.;XL
Men;Polo Ralph Lauren;KNITS;1387449;3616410571923;Custom Slim Fit Mesh Polo;;Highland Rose Heather;An American style standard since 1972, the Polo shirt has been imitated but never matched. Over the decades, Ralph Lauren has reimagined his signature style in a wide array of colors and fits, yet all retain the quality and attention to detail of the iconic original. This trim version is made from our highly breathable cotton mesh, which offers a textured look and a soft feel.;XXL
Men;Polo Ralph Lauren;KNITS;1387450;3616412477025;Custom Slim Fit Mesh Polo;;Harbor Island Blue;An American style standard since 1972, the Polo shirt has been imitated but never matched. Over the decades, Ralph Lauren has reimagined his signature style in a wide array of colors and fits, yet all retain the quality and attention to detail of the iconic original. This trim version is made from our highly breathable cotton mesh, which offers a textured look and a soft feel.;XS
Men;Polo Ralph Lauren;KNITS;1387450;3616412477001;Custom Slim Fit Mesh Polo;#92b1d8;Harbor Island Blue;An American style standard since 1972, the Polo shirt has been imitated but never matched. Over the decades, Ralph Lauren has reimagined his signature style in a wide array of colors and fits, yet all retain the quality and attention to detail of the iconic original. This trim version is made from our highly breathable cotton mesh, which offers a textured look and a soft feel.;S
Men;Polo Ralph Lauren;KNITS;1387450;3616412476998;Custom Slim Fit Mesh Polo;;Harbor Island Blue;An American style standard since 1972, the Polo shirt has been imitated but never matched. Over the decades, Ralph Lauren has reimagined his signature style in a wide array of colors and fits, yet all retain the quality and attention to detail of the iconic original. This trim version is made from our highly breathable cotton mesh, which offers a textured look and a soft feel.;M
Men;Polo Ralph Lauren;KNITS;1387450;3616412476981;Custom Slim Fit Mesh Polo;;Harbor Island Blue;An American style standard since 1972, the Polo shirt has been imitated but never matched. Over the decades, Ralph Lauren has reimagined his signature style in a wide array of colors and fits, yet all retain the quality and attention to detail of the iconic original. This trim version is made from our highly breathable cotton mesh, which offers a textured look and a soft feel.;L
Men;Polo Ralph Lauren;KNITS;1387450;3616412477018;Custom Slim Fit Mesh Polo;;Harbor Island Blue;An American style standard since 1972, the Polo shirt has been imitated but never matched. Over the decades, Ralph Lauren has reimagined his signature style in a wide array of colors and fits, yet all retain the quality and attention to detail of the iconic original. This trim version is made from our highly breathable cotton mesh, which offers a textured look and a soft feel.;XL
Men;Polo Ralph Lauren;KNITS;1387450;3616412477032;Custom Slim Fit Mesh Polo;;Harbor Island Blue;An American style standard since 1972, the Polo shirt has been imitated but never matched. Over the decades, Ralph Lauren has reimagined his signature style in a wide array of colors and fits, yet all retain the quality and attention to detail of the iconic original. This trim version is made from our highly breathable cotton mesh, which offers a textured look and a soft feel.;XXL
Men;Polo Ralph Lauren;KNITS;1387453;5045018291243;Custom Slim Fit Mesh Polo;;White;An American style standard since 1972, the Polo shirt has been imitated but never matched. Over the decades, Ralph Lauren has reimagined his signature style in a wide array of colors and fits, yet all retain the quality and attention to detail of the iconic original. This long-sleeve version is cut trim through the body and washed for added softness.;XS
Men;Polo Ralph Lauren;KNITS;1387453;5045018291229;Custom Slim Fit Mesh Polo;#FFFFFF;White;An American style standard since 1972, the Polo shirt has been imitated but never matched. Over the decades, Ralph Lauren has reimagined his signature style in a wide array of colors and fits, yet all retain the quality and attention to detail of the iconic original. This long-sleeve version is cut trim through the body and washed for added softness.;S
Men;Polo Ralph Lauren;KNITS;1387453;5045018291212;Custom Slim Fit Mesh Polo;;White;An American style standard since 1972, the Polo shirt has been imitated but never matched. Over the decades, Ralph Lauren has reimagined his signature style in a wide array of colors and fits, yet all retain the quality and attention to detail of the iconic original. This long-sleeve version is cut trim through the body and washed for added softness.;M
Men;Polo Ralph Lauren;KNITS;1387453;5045018291205;Custom Slim Fit Mesh Polo;;White;An American style standard since 1972, the Polo shirt has been imitated but never matched. Over the decades, Ralph Lauren has reimagined his signature style in a wide array of colors and fits, yet all retain the quality and attention to detail of the iconic original. This long-sleeve version is cut trim through the body and washed for added softness.;L
Men;Polo Ralph Lauren;KNITS;1387453;5045018291236;Custom Slim Fit Mesh Polo;;White;An American style standard since 1972, the Polo shirt has been imitated but never matched. Over the decades, Ralph Lauren has reimagined his signature style in a wide array of colors and fits, yet all retain the quality and attention to detail of the iconic original. This long-sleeve version is cut trim through the body and washed for added softness.;XL
Men;Polo Ralph Lauren;KNITS;1387453;5045018291250;Custom Slim Fit Mesh Polo;;White;An American style standard since 1972, the Polo shirt has been imitated but never matched. Over the decades, Ralph Lauren has reimagined his signature style in a wide array of colors and fits, yet all retain the quality and attention to detail of the iconic original. This long-sleeve version is cut trim through the body and washed for added softness.;XXL
Men;Polo Ralph Lauren;KNITS;1387454;5045018291304;Custom Slim Fit Mesh Polo;;Newport Navy;An American style standard since 1972, the Polo shirt has been imitated but never matched. Over the decades, Ralph Lauren has reimagined his signature style in a wide array of colors and fits, yet all retain the quality and attention to detail of the iconic original. This long-sleeve version is cut trim through the body and washed for added softness.;XS
Men;Polo Ralph Lauren;KNITS;1387454;5045018291281;Custom Slim Fit Mesh Polo;#2f365c;Newport Navy;An American style standard since 1972, the Polo shirt has been imitated but never matched. Over the decades, Ralph Lauren has reimagined his signature style in a wide array of colors and fits, yet all retain the quality and attention to detail of the iconic original. This long-sleeve version is cut trim through the body and washed for added softness.;S
Men;Polo Ralph Lauren;KNITS;1387454;5045018291274;Custom Slim Fit Mesh Polo;;Newport Navy;An American style standard since 1972, the Polo shirt has been imitated but never matched. Over the decades, Ralph Lauren has reimagined his signature style in a wide array of colors and fits, yet all retain the quality and attention to detail of the iconic original. This long-sleeve version is cut trim through the body and washed for added softness.;M
Men;Polo Ralph Lauren;KNITS;1387454;5045018291267;Custom Slim Fit Mesh Polo;;Newport Navy;An American style standard since 1972, the Polo shirt has been imitated but never matched. Over the decades, Ralph Lauren has reimagined his signature style in a wide array of colors and fits, yet all retain the quality and attention to detail of the iconic original. This long-sleeve version is cut trim through the body and washed for added softness.;L
Men;Polo Ralph Lauren;KNITS;1387454;5045018291298;Custom Slim Fit Mesh Polo;;Newport Navy;An American style standard since 1972, the Polo shirt has been imitated but never matched. Over the decades, Ralph Lauren has reimagined his signature style in a wide array of colors and fits, yet all retain the quality and attention to detail of the iconic original. This long-sleeve version is cut trim through the body and washed for added softness.;XL
Men;Polo Ralph Lauren;KNITS;1387454;5045018291311;Custom Slim Fit Mesh Polo;;Newport Navy;An American style standard since 1972, the Polo shirt has been imitated but never matched. Over the decades, Ralph Lauren has reimagined his signature style in a wide array of colors and fits, yet all retain the quality and attention to detail of the iconic original. This long-sleeve version is cut trim through the body and washed for added softness.;XXL
Men;Polo Ralph Lauren;CAPS;1387458;3615734802058;Cotton Chino Baseball Cap;#f5daa4;Fall Yellow W/ Blue;Our signature embroidered Pony gives this baseball cap an iconic Polo finish.;OS
Men;Polo Ralph Lauren;SWIM;1387462;3611589746134;Cotton Crewneck Sweater;;Winter Navy Heather;"Long-staple cotton and our signature embroidered Pony elevate this seasonless sweater.
";XS
Men;Polo Ralph Lauren;SWIM;1387462;3611589746141;Cotton Crewneck Sweater;#1f253b;Winter Navy Heather;"Long-staple cotton and our signature embroidered Pony elevate this seasonless sweater.
";S
Men;Polo Ralph Lauren;SWIM;1387462;3611589746158;Cotton Crewneck Sweater;;Winter Navy Heather;"Long-staple cotton and our signature embroidered Pony elevate this seasonless sweater.
";M
